cost_price,current_price,price_to_cost_ratio,target_margin,competitor_median_price,competitor_gap_pct,inventory_coverage_days,available_quantity,ema_daily_sales,demand_velocity_ratio,organic_sales_ratio,rolling_avg_sales_7d,day_of_week,month_of_year,is_festival_period,seasonal_multiplier,is_promotional_event_active,category_encoded,tier_encoded,target_price
3763.66,6240.09,1.658,0.2138,7249.37,16.1741,7.76,322,41.476,0.8012,0.6076,32.104,2,3,1,1.0976,1,1,2,5684.2
2690.01,4921.04,1.8294,0.2842,5003.96,1.685,7.79,78,10.011,0.9242,0.9005,12.387,4,9,0,0.9653,1,0,0,4104.05
4430.4,5597.29,1.2634,0.2937,5168.19,-7.6661,1.27,48,37.827,2.0708,0.8652,45.078,2,6,0,0.9956,1,7,2,6426.33
4553.16,5663.95,1.244,0.2081,5553.43,-1.9512,5.98,229,38.285,1.6446,0.8537,37.548,1,1,1,1.0723,0,0,1,6448.67
2397.74,4636.71,1.9338,0.1916,4286.04,-7.5629,9.42,343,36.41,0.943,0.8168,28.335,1,3,1,1.0669,0,0,2,3877.79
1745.73,3122.19,1.7885,0.289,3185.95,2.0422,14.35,370,25.792,2.4774,0.9197,31.961,5,4,0,0.9876,1,2,1,2681.33
3165.58,5227.36,1.6513,0.2347,4752.58,-9.0826,23.4,477,20.381,1.1827,0.8329,17.088,2,3,1,1.1034,0,4,1,4454.3
4605.64,8307.68,1.8038,0.113,8128.18,-2.1607,2.11,43,20.339,1.4008,0.4712,14.671,3,6,0,0.9883,0,8,0,7445.65
1447.98,2193.0,1.5145,0.1931,2128.32,-2.9496,7.87,291,36.957,0.3885,0.8085,46.364,2,7,0,0.975,1,9,2,1890.83
3303.35,5928.48,1.7947,0.148,6203.73,4.6428,17.17,436,25.397,0.6245,0.8499,30.105,4,12,1,1.0651,0,1,0,5092.27
3342.02,4899.51,1.466,0.194,3947.37,-19.4334,13.99,246,17.583,1.6885,0.8238,19.624,2,11,1,1.1078,1,0,2,4345.73
3799.01,5157.08,1.3575,0.1911,5360.79,3.95,13.49,427,31.648,1.3873,0.8919,22.8,4,2,0,0.9943,0,0,2,5262.56
1092.05,1932.57,1.7697,0.2164,2004.55,3.7246,5.19,218,42.014,2.4537,0.6725,42.73,4,6,0,0.9945,0,7,1,1678.65
3721.21,5606.83,1.5067,0.1714,5365.26,-4.3085,5.23,21,4.014,2.3602,0.7832,4.384,4,4,0,0.9665,0,9,1,5181.45
4590.65,9108.63,1.9842,0.1329,8186.47,-10.124,2.65,129,48.635,0.7669,0.9546,56.203,3,12,1,1.0967,0,9,2,7748.59
1308.57,1893.59,1.4471,0.2007,2150.55,13.5701,1.05,6,5.736,1.7781,0.6217,5.636,3,1,1,1.1135,0,9,0,2244.64
1568.94,3033.51,1.9335,0.266,2845.17,-6.2087,10.39,271,26.075,0.6118,0.8075,33.168,1,12,1,1.0946,0,1,1,2497.99
4871.28,9464.98,1.943,0.2328,8752.19,-7.5308,16.56,471,28.45,0.452,0.6061,24.094,0,2,0,0.9657,0,8,1,8156.33
1314.4,1781.76,1.3556,0.1677,1755.51,-1.4733,44.9,349,7.772,1.173,0.7782,5.766,3,5,0,0.9722,0,8,2,1511.56
4344.73,7944.29,1.8285,0.2871,7238.81,-8.8804,0.94,43,45.864,1.4662,0.3684,41.262,6,12,1,1.0682,0,1,2,8584.8
2715.25,4122.06,1.5181,0.2824,4667.43,13.2305,9.92,239,24.102,1.1822,0.7356,26.442,6,9,0,0.969,0,2,1,3673.82
1612.54,3112.03,1.9299,0.1419,3192.88,2.5979,45.55,365,8.013,1.613,0.6108,9.153,3,5,0,0.9926,0,1,0,2601.08
4418.37,6771.63,1.5326,0.1079,7460.65,10.1752,1.78,64,35.869,0.7477,0.8967,41.002,1,8,0,0.9572,0,5,1,5845.08
2503.87,4463.55,1.7827,0.2483,4901.66,9.8153,7.31,245,33.507,1.6643,0.8472,25.68,1,12,1,1.1092,1,6,2,4005.84
2816.68,4357.18,1.5469,0.2655,4859.49,11.5283,9.84,474,48.18,0.7711,0.6332,59.313,1,10,1,1.0378,1,5,1,3849.63
2116.55,2843.86,1.3436,0.2936,3263.85,14.7682,3.18,72,22.634,3.3016,0.8017,19.658,6,2,0,1.0075,0,2,2,3251.55
3168.28,4180.38,1.3194,0.278,4881.79,16.7786,4.96,70,14.122,1.5342,0.7971,11.664,2,5,0,1.0043,0,2,1,4738.25
1235.86,1868.14,1.5116,0.2201,1781.17,-4.6556,49.75,196,3.94,2.2005,0.678,4.21,4,1,1,1.0586,0,1,2,1861.94
2259.87,4050.07,1.7922,0.206,3958.89,-2.2513,5.09,188,36.923,0.5367,0.8719,30.539,6,2,0,0.9548,0,1,2,3512.17
4862.36,8092.47,1.6643,0.1056,6636.02,-17.9976,5.02,157,31.247,0.8103,0.8392,31.397,3,11,1,1.0541,0,4,0,6944.38
1661.6,2883.43,1.7353,0.1493,3374.43,17.0283,8.73,425,48.658,0.9581,0.9171,45.944,5,3,1,1.0734,1,7,2,2438.9
3455.31,4802.81,1.39,0.1919,4970.23,3.4858,13.2,474,35.896,0.5594,0.7239,30.125,4,8,0,1.0029,0,5,1,4236.2
1963.36,3061.3,1.5592,0.2257,3321.29,8.4926,7.04,329,46.725,2.2419,0.854,40.895,0,12,1,1.0636,0,8,2,3271.14
3980.63,4727.94,1.1877,0.2115,4606.91,-2.5598,0.48,24,49.587,1.0288,0.804,47.428,1,10,1,1.0593,1,4,1,5625.46
1088.93,2008.97,1.8449,0.2485,1987.96,-1.0461,15.32,337,21.993,0.4701,0.8321,19.963,0,3,1,1.0209,1,9,0,1740.16
4864.19,9686.6,1.9914,0.156,9853.89,1.7271,8.37,70,8.364,0.7801,0.8949,7.77,5,12,1,1.1149,0,3,1,8144.59
2542.05,3802.52,1.4958,0.213,4251.76,11.8143,29.44,312,10.597,0.5703,0.9443,12.094,5,4,0,0.9719,0,8,0,3302.51
1562.23,1811.12,1.1593,0.1176,1892.96,4.5187,13.37,222,16.6,1.4515,0.8173,13.297,5,4,0,0.9647,0,9,0,1813.85
830.74,1075.24,1.2943,0.1827,1209.09,12.4484,6.13,159,25.936,1.3546,0.8788,27.922,6,9,0,0.9918,0,4,2,1254.59
1263.91,2154.52,1.7046,0.25,1910.36,-11.3326,43.58,305,6.999,1.3824,0.8656,7.747,1,4,0,0.9517,0,0,0,1875.09
2838.98,4741.86,1.6703,0.2387,4183.91,-11.7664,31.17,492,15.784,1.6329,0.967,18.645,1,9,0,1.0173,0,4,1,3962.69
2016.51,3669.42,1.8197,0.2981,3239.09,-11.7275,4.6,74,16.082,3.0,0.8614,19.433,0,11,1,1.0816,0,4,0,3348.98
4229.98,5777.31,1.3658,0.1556,4633.04,-19.8062,114.15,137,1.2,2.4775,0.4851,0.954,4,8,0,0.9707,0,4,0,5027.32
2438.99,4387.96,1.7991,0.1996,3824.66,-12.8375,22.07,405,18.354,0.7994,0.9064,14.371,5,4,0,0.9606,0,1,2,3811.09
1619.21,2808.99,1.7348,0.1659,2380.62,-15.2501,71.43,478,6.691,2.9,0.9584,7.152,0,3,1,1.102,0,5,1,2375.1
3277.15,4667.95,1.4244,0.1881,4581.6,-1.8498,1.81,40,22.056,0.9047,0.9328,25.456,2,2,0,0.9773,0,4,0,4241.15
3680.5,5939.09,1.6137,0.2714,5053.55,-14.9104,28.41,302,10.63,1.0539,0.9932,9.178,3,8,0,0.9715,0,1,2,4978.43
1251.69,1596.13,1.2752,0.2368,1542.41,-3.3659,9.62,397,41.284,1.0362,0.7508,41.924,3,8,0,0.9593,0,9,2,1639.4
1254.29,1924.93,1.5347,0.2765,2309.53,19.9801,78.05,386,4.946,1.3942,0.8405,5.754,6,1,1,1.0558,0,7,1,1890.49
665.02,1262.89,1.899,0.1407,1264.59,0.1347,10.85,471,43.417,0.3932,0.7877,50.386,4,7,0,1.0074,0,5,2,1026.22
3813.81,5751.27,1.508,0.2747,6728.18,16.9859,11.31,333,29.446,1.0125,0.6859,32.163,4,8,0,1.0056,1,9,0,4896.37
3487.12,6498.71,1.8636,0.112,7023.57,8.0763,13.12,308,23.473,1.1591,0.874,17.541,4,7,0,0.9901,1,2,2,5575.56
2635.84,4353.66,1.6517,0.2777,5040.35,15.7728,0.54,15,27.937,0.4307,0.9662,20.405,0,11,1,1.1027,1,8,1,4407.56
4298.77,5644.69,1.3131,0.1658,5928.24,5.0232,19.25,374,19.429,0.4267,0.9002,18.129,0,12,1,1.0247,0,3,1,4943.58
4125.52,6782.1,1.6439,0.1629,7623.34,12.4038,25.92,188,7.253,0.6618,0.7423,5.193,6,3,1,1.1145,1,2,2,5833.14
3134.09,4952.14,1.5801,0.2024,4561.51,-7.888,0.7,27,38.528,0.6906,0.721,47.871,5,4,0,1.0148,0,6,0,4196.7
4407.22,6561.67,1.4888,0.2881,6225.47,-5.1236,3.49,162,46.468,1.0217,0.8378,33.089,0,5,0,0.985,1,7,2,5631.39
1426.29,1785.26,1.2517,0.1096,2113.93,18.4104,10.24,487,47.553,0.9356,0.7817,34.132,1,1,1,1.1127,1,6,1,1834.05
1003.64,1509.68,1.5042,0.1704,1369.3,-9.2986,11.37,385,33.865,1.7986,0.7314,27.065,0,10,1,1.1128,1,0,2,1446.59
1713.87,2076.95,1.2118,0.2713,2011.63,-3.1451,14.97,316,21.107,0.827,0.9199,22.716,3,3,1,1.0333,0,0,2,2375.6
756.89,933.97,1.234,0.1792,990.44,6.0464,17.96,439,24.44,0.8347,0.4434,25.049,3,6,0,1.0153,0,4,0,870.42
2890.26,4345.59,1.5035,0.1398,4158.57,-4.3039,14.49,481,33.191,1.6519,0.6729,36.367,1,3,1,1.047,1,7,2,3790.68
4714.73,6645.76,1.4096,0.185,5372.28,-19.1622,1.31,54,41.331,0.3862,0.8499,51.09,0,5,0,0.9943,0,9,0,5678.83
677.05,1311.24,1.9367,0.1771,1464.52,11.6892,14.11,273,19.354,2.4274,0.7627,18.831,0,4,0,0.9668,1,2,2,1114.34
1049.49,1542.07,1.4693,0.2831,1440.7,-6.574,9.89,454,45.922,0.4671,0.6762,33.355,6,2,0,0.972,1,7,2,1297.85
2534.9,4548.06,1.7942,0.2524,4052.62,-10.8934,18.0,304,16.889,1.666,0.8663,19.56,2,4,0,0.9922,1,2,0,3857.41
4702.44,7527.24,1.6007,0.201,7544.0,0.2226,3.74,101,27.012,1.5251,0.7287,32.068,2,4,0,0.9675,0,3,0,6433.58
1922.7,3361.79,1.7485,0.2977,2700.77,-19.6627,0.85,41,48.107,2.1872,0.9821,35.115,6,11,1,1.0696,0,9,1,3523.13
2782.56,3815.16,1.3711,0.1931,4370.48,14.5557,5.58,262,46.972,0.6996,0.9885,39.724,3,3,1,1.0261,0,6,0,3774.1
687.08,1340.23,1.9506,0.1116,1212.29,-9.546,11.03,387,35.092,1.0213,0.8016,40.789,4,11,1,1.1005,1,2,2,1106.45
1167.54,1868.74,1.6006,0.1525,2184.74,16.9099,10.06,170,16.903,0.5622,0.7966,15.647,6,8,0,0.9942,0,3,1,1593.4
4939.84,9171.42,1.8566,0.1872,9823.54,7.1103,17.64,207,11.733,0.9698,0.8937,11.54,5,6,0,1.0007,0,7,0,7750.95
4843.03,7072.23,1.4603,0.1314,7209.85,1.946,63.73,314,4.927,0.9501,0.6049,5.882,6,1,1,1.1138,1,3,0,5964.85
522.23,645.05,1.2352,0.2895,724.07,12.2502,1.34,48,35.724,2.1745,0.6956,27.035,3,9,0,1.0015,0,8,1,729.34
4783.15,8239.72,1.7227,0.2534,9865.44,19.7303,2.3,59,25.669,1.3084,0.8655,28.4,5,3,1,1.0233,0,3,2,9511.78
3376.04,3904.71,1.1566,0.1537,3516.13,-9.9516,0.17,5,29.042,0.9832,0.6925,24.076,1,4,0,0.9873,0,3,2,4558.3
4405.63,6846.35,1.554,0.2182,6449.52,-5.7962,6.09,147,24.147,0.9769,0.6661,17.811,0,10,1,1.0472,0,4,1,6180.54
2546.33,3345.58,1.3139,0.2443,3324.73,-0.623,11.6,286,24.664,0.7949,0.5444,27.069,6,10,1,1.0399,0,0,2,3847.55
2820.18,4747.13,1.6833,0.2883,4822.09,1.5791,7.24,210,28.992,0.8873,0.9091,22.407,2,12,1,1.0961,0,6,0,4119.52
2699.81,5352.39,1.9825,0.2763,5465.8,2.1188,8.1,371,45.799,1.0419,0.8,52.586,5,7,0,1.0123,0,8,2,4612.97
3500.89,5407.97,1.5447,0.203,5513.91,1.9589,61.09,149,2.439,2.6365,0.8092,2.004,3,5,0,0.9753,1,8,0,4607.45
1128.43,2081.81,1.8449,0.2549,2355.15,13.1297,2.09,84,40.28,1.2225,0.7995,29.369,5,4,0,1.0093,0,0,2,2063.08
634.88,1004.14,1.5816,0.2124,965.82,-3.816,23.09,465,20.135,0.5959,0.7619,15.294,6,2,0,0.9693,0,5,0,857.6
1885.68,2963.29,1.5715,0.2105,2383.63,-19.5612,4.24,159,37.501,3.6841,0.9695,45.18,1,5,0,1.0012,1,2,1,2536.48
3671.06,7125.02,1.9409,0.1229,8195.75,15.0277,0.97,46,47.478,1.6774,0.5323,43.802,4,8,0,0.9907,0,3,0,5916.85
1408.34,2684.96,1.9065,0.1252,2859.22,6.4901,10.06,161,16.008,1.6258,0.9049,14.109,6,2,0,0.9523,0,7,2,2264.62
3530.45,6418.11,1.8179,0.2059,5620.93,-12.4207,92.42,498,5.388,0.8976,0.8975,5.36,3,1,1,1.1137,0,3,0,5268.64
4864.6,6819.29,1.4018,0.1538,5536.17,-18.816,12.44,154,12.383,1.49,0.805,13.37,0,11,1,1.1198,0,7,2,7535.1
922.55,1488.32,1.6133,0.1042,1378.64,-7.3688,19.27,229,11.883,1.1643,0.7767,8.582,0,6,0,0.9645,0,3,2,1275.27
3526.71,4726.89,1.3403,0.2446,4016.82,-15.0221,8.01,299,37.351,0.5068,0.8937,46.274,2,1,1,1.0449,0,8,0,4524.24
2496.88,3813.55,1.5273,0.1065,4418.88,15.873,38.95,157,4.031,1.2546,0.642,5.14,6,9,0,0.9995,0,5,2,3140.21
4406.64,6881.33,1.5616,0.2191,6269.9,-8.8853,45.77,160,3.496,0.5339,0.9127,3.322,1,8,0,0.9743,0,0,1,5509.25
1297.17,2408.71,1.8569,0.2078,2606.87,8.2266,11.72,410,34.987,1.1607,0.8911,33.153,4,4,0,0.9984,0,9,2,2041.57
3616.82,6913.99,1.9116,0.2938,7350.93,6.3196,8.7,246,28.279,1.2161,0.7623,34.703,6,7,0,0.995,0,1,1,5940.28
4271.52,6417.65,1.5024,0.1968,6966.93,8.559,2.56,55,21.471,0.6337,0.5177,20.56,6,10,1,1.0611,1,6,1,5839.01
4750.76,5534.87,1.165,0.1127,5601.38,1.2017,5.14,150,29.193,1.0605,0.6135,35.432,4,4,0,0.993,0,9,2,6180.36
3574.62,6729.24,1.8825,0.2103,7347.47,9.1872,8.05,298,37.027,1.3461,0.6006,26.549,1,6,0,0.9693,0,6,1,5737.77
2737.29,3553.37,1.2981,0.2682,3570.99,0.4957,76.77,466,6.07,0.7739,0.6883,6.032,2,10,1,1.07,0,2,1,3553.71
3280.31,5506.33,1.6786,0.2994,5236.76,-4.8957,1.89,53,28.111,1.2568,0.6126,35.742,0,7,0,0.9962,0,0,0,4956.47
4410.07,5165.19,1.1712,0.1861,5905.75,14.3376,5.36,222,41.396,1.8892,0.7893,35.257,4,9,0,0.9572,0,7,1,6095.41
3067.74,4569.65,1.4896,0.1641,4494.21,-1.651,13.49,253,18.759,1.5236,0.7959,16.127,1,11,1,1.0783,0,9,1,4293.69
636.74,1265.88,1.9881,0.2813,1300.34,2.7215,1.75,67,38.388,0.8565,0.8489,41.385,2,2,0,0.9506,0,9,1,1097.91
4689.27,5794.01,1.2356,0.1382,5712.91,-1.3998,1.23,52,42.426,2.068,0.8852,53.274,0,10,1,1.0908,0,6,1,6715.54
3602.87,5440.84,1.5101,0.2231,6040.41,11.0199,11.3,466,41.226,1.4571,0.7214,33.774,1,8,0,1.005,0,9,1,4929.6
3544.31,5001.3,1.4111,0.1811,5080.82,1.5902,7.42,244,32.867,0.9189,0.9292,41.183,2,9,0,0.9857,0,7,2,4547.83
1470.54,2822.44,1.9193,0.1082,2789.45,-1.1688,13.42,485,36.15,0.7346,0.847,39.685,3,4,0,0.97,1,0,1,2385.1
3464.98,6545.14,1.8889,0.1695,5911.12,-9.687,0.98,39,39.596,1.3626,0.5951,51.31,6,8,0,1.0087,0,2,2,5567.39
2272.39,3072.37,1.352,0.153,3578.13,16.4617,11.99,443,36.952,1.7206,0.7692,42.194,6,11,1,1.0711,1,1,2,3342.66
3430.55,4181.87,1.219,0.2372,4789.36,14.5268,14.74,341,23.132,1.763,0.6783,25.461,6,10,1,1.0211,0,0,2,4944.83
979.67,1648.85,1.6831,0.2898,1603.67,-2.7403,44.56,392,8.797,1.3609,0.6901,10.459,6,5,0,1.0191,1,4,0,1382.09
3460.3,4968.7,1.4359,0.1536,5286.14,6.3888,21.64,350,16.177,0.8433,0.9253,13.024,1,9,0,1.007,0,2,0,4299.5
4997.36,8601.82,1.7213,0.2623,8629.73,0.3245,12.28,137,11.155,1.3285,0.7758,14.14,4,2,0,1.0095,0,9,2,7377.42
716.95,844.07,1.1773,0.1111,734.74,-12.9527,14.16,265,18.711,0.6502,0.641,14.957,1,12,1,1.0738,0,7,0,824.5
4897.28,6187.18,1.2634,0.2076,5880.36,-4.9588,16.54,413,24.977,1.1561,0.5383,17.869,0,1,1,1.0418,0,5,1,6057.49
2331.09,4040.74,1.7334,0.1141,4611.65,14.1287,2.85,137,47.993,2.4575,0.8039,53.691,1,10,1,1.084,0,9,2,4478.31
4418.39,5878.74,1.3305,0.2868,6578.16,11.8975,9.18,441,48.014,0.6043,0.9535,38.927,6,6,0,0.9727,0,8,2,6073.84
4020.73,7554.76,1.8789,0.2533,6353.52,-15.9003,7.52,291,38.71,0.7582,0.8287,44.72,5,4,0,0.9529,0,8,2,6512.46
3051.57,3661.28,1.1998,0.2316,3039.34,-16.9871,4.26,209,49.027,1.6054,0.918,57.706,0,6,0,0.9524,0,5,0,3666.33
3823.02,5096.7,1.3332,0.2648,5817.41,14.1407,3.43,171,49.903,0.6452,0.8308,42.019,2,7,0,1.0185,0,1,0,5331.29
4453.32,8901.19,1.9988,0.2295,10322.92,15.9723,4.15,184,44.378,2.1541,0.5437,33.373,3,9,0,0.9804,0,8,0,7527.31
2318.63,3519.95,1.5181,0.2938,3230.23,-8.2307,60.87,298,4.896,1.6292,0.9558,4.898,0,1,1,1.1182,0,1,1,3493.55
1971.65,3445.5,1.7475,0.2428,3237.78,-6.0285,10.93,239,21.876,1.6635,0.8891,26.998,6,12,1,1.0387,0,2,0,2929.62
3504.17,4573.87,1.3053,0.2849,4273.46,-6.5679,7.73,210,27.172,1.7664,0.8545,32.834,2,3,1,1.0403,0,5,2,5197.55
4135.31,6899.3,1.6684,0.2034,5869.84,-14.9213,51.13,362,7.08,0.524,0.9119,5.453,2,2,0,1.0117,0,1,0,5813.63
3930.28,6945.56,1.7672,0.1234,7626.25,9.8004,3.69,150,40.623,0.5823,0.697,51.951,3,5,0,0.981,0,4,0,5978.27
4090.16,5797.01,1.4173,0.2056,5495.76,-5.1966,46.71,387,8.285,1.9349,0.7516,7.112,4,10,1,1.0308,0,1,0,5202.28
2460.12,4562.46,1.8546,0.1254,5176.06,13.4491,19.97,395,19.783,0.8577,0.8586,17.995,4,8,0,0.9682,0,3,0,3999.45
4180.25,6951.36,1.6629,0.2185,8003.86,15.1408,28.1,123,4.377,0.9645,0.864,3.455,1,12,1,1.078,1,2,2,6045.56
1040.94,1541.38,1.4808,0.1965,1795.89,16.5117,1.8,48,26.705,1.4247,0.727,24.747,4,5,0,1.0047,0,4,0,1578.67
2950.2,4791.11,1.624,0.2245,5400.43,12.7177,13.45,407,30.255,1.0786,0.8421,32.717,1,8,0,0.981,0,5,2,4105.56
525.91,862.63,1.6402,0.102,962.32,11.5564,10.7,396,37.024,1.7166,0.9708,37.159,0,3,1,1.0358,0,6,0,742.12
1960.64,2530.6,1.2907,0.139,2479.47,-2.0205,6.98,123,17.634,1.3354,0.806,21.099,6,12,1,1.049,0,9,1,2770.16
2149.08,3207.12,1.4923,0.1983,2600.26,-18.9221,2.24,67,29.936,0.9058,0.7921,32.474,5,10,1,1.0543,0,7,1,3249.3
2282.78,3291.57,1.4419,0.2901,2780.8,-15.5175,12.82,474,36.973,0.9536,0.7843,31.728,5,1,1,1.1089,1,8,2,3595.44
3629.6,5410.89,1.4908,0.1767,5477.72,1.235,9.31,357,38.34,1.1379,0.886,39.661,5,4,0,0.9923,1,3,2,4496.92
2248.51,4040.45,1.7969,0.1849,3814.23,-5.599,14.57,230,15.78,1.2153,0.8579,11.654,5,3,1,1.0328,0,3,1,3454.45
2519.12,3930.23,1.5602,0.2429,4447.57,13.1633,105.39,455,4.317,1.4954,0.8084,4.527,0,8,0,1.0127,0,6,1,3263.83
1568.95,3058.3,1.9493,0.2208,3135.54,2.5256,121.34,345,2.843,1.0863,0.8872,2.655,1,11,1,1.1083,1,9,0,2684.89
2179.63,3050.67,1.3996,0.1598,2561.14,-16.0467,10.79,417,38.635,0.9586,0.7923,29.325,6,8,0,0.9768,0,9,1,2568.75
1522.71,2289.17,1.5033,0.1822,2269.51,-0.8588,0.4,8,19.887,0.9139,0.7394,17.589,3,8,0,0.9955,0,8,2,2151.35
829.38,1508.57,1.8189,0.1435,1702.86,12.8785,35.04,265,7.563,0.8057,0.8879,9.37,3,3,1,1.1113,0,1,2,1308.57
3215.52,5190.24,1.6141,0.2932,5944.03,14.5232,12.35,124,10.04,2.2309,0.9126,10.558,4,8,0,1.0057,0,5,1,5309.04
3506.96,5663.65,1.615,0.1261,4907.11,-13.3577,9.6,370,38.541,0.6462,0.7657,47.867,6,6,0,0.9979,1,9,2,4808.35
3287.71,3929.92,1.1953,0.1744,3301.61,-15.988,10.54,320,30.346,0.5325,0.9018,28.722,0,8,0,1.0148,0,9,0,3891.19
2585.72,3849.65,1.4888,0.1052,3675.63,-4.5204,4.34,111,25.569,1.5616,0.8103,32.916,0,9,0,0.9517,0,7,0,3294.22
2209.04,3048.74,1.3801,0.1444,2518.89,-17.3794,15.76,497,31.527,1.2721,0.8568,28.879,5,1,1,1.106,0,4,1,2754.45
4385.0,8767.52,1.9994,0.2561,9561.37,9.0544,42.26,327,7.737,2.8072,0.674,8.93,3,1,1,1.0201,0,4,2,7341.48
2835.87,4004.53,1.4121,0.1402,3920.49,-2.0987,19.78,329,16.633,0.9591,0.8853,14.691,6,12,1,1.0474,0,7,1,3261.25
2656.32,5051.85,1.9018,0.116,4442.03,-12.0711,2.74,53,19.329,0.9856,0.897,14.76,2,4,0,0.9695,0,0,2,4567.2
615.39,1061.42,1.7248,0.1949,892.64,-15.9012,25.96,426,16.41,0.6624,0.7545,19.69,3,1,1,1.1122,1,5,2,909.16
2035.62,2930.84,1.4398,0.102,3431.84,17.0941,11.44,496,43.356,1.0517,0.7251,50.187,3,9,0,1.0113,1,9,2,2450.57
2210.88,3563.95,1.612,0.117,2912.54,-18.2776,14.99,442,29.49,0.4203,0.8533,35.163,2,9,0,0.9814,0,8,0,2983.61
2294.7,4278.37,1.8645,0.2615,3590.2,-16.0849,2.4,88,36.737,0.3891,0.7865,32.322,4,11,1,1.0716,1,5,2,3709.64
3110.78,5913.16,1.9009,0.2543,5284.56,-10.6306,7.46,94,12.599,0.7621,0.8811,14.138,1,7,0,0.9884,1,6,0,4994.95
2901.21,3731.93,1.2863,0.283,3126.86,-16.2132,25.68,358,13.94,1.0337,0.8212,11.597,4,2,0,0.9685,0,3,2,3336.39
3235.57,4654.82,1.4386,0.2709,4923.46,5.7714,20.68,249,12.041,0.7457,0.824,8.511,5,4,0,0.984,0,9,1,4028.98
3941.97,5656.5,1.4349,0.2366,5018.94,-11.2712,12.73,442,34.711,0.7488,0.9488,42.344,2,12,1,1.0755,0,0,0,4827.52
4158.44,4930.82,1.1857,0.1105,4891.23,-0.8028,24.86,450,18.103,0.4704,0.9071,18.359,6,4,0,0.9835,0,8,0,4782.2
3731.55,6188.79,1.6585,0.2566,7080.58,14.4097,15.16,316,20.849,1.3713,0.6333,26.899,6,10,1,1.0926,0,5,0,5289.36
4799.86,9007.4,1.8766,0.2691,10177.54,12.9909,13.6,486,35.747,0.7002,0.9086,33.281,2,5,0,0.9548,0,2,1,7603.47
582.05,858.13,1.4743,0.2598,736.71,-14.1502,3.39,165,48.618,2.2928,0.9237,61.946,4,12,1,1.0861,0,3,0,882.85
1381.0,2456.84,1.779,0.2017,2052.67,-16.4507,25.3,226,8.932,0.966,0.8336,9.548,5,5,0,0.9796,0,9,1,2077.34
534.03,899.07,1.6835,0.1466,958.14,6.5701,33.16,135,4.071,0.5911,0.9703,4.101,6,8,0,1.003,0,5,2,779.6
3413.64,5015.66,1.4693,0.2691,4434.46,-11.5878,36.31,383,10.547,0.3157,0.968,9.3,5,3,1,1.0997,0,5,2,4829.86
4541.14,5766.79,1.2699,0.2454,6416.03,11.2581,1.73,64,37.013,0.5411,0.774,44.237,1,7,0,1.0121,1,8,1,5909.52
1595.67,2797.09,1.7529,0.2962,2723.79,-2.6205,0.38,4,10.537,0.9688,0.7946,12.615,4,1,1,1.0791,0,3,0,2716.61
4671.66,8765.8,1.8764,0.1311,7554.44,-13.8192,4.02,119,29.633,0.3048,0.8569,28.156,0,1,1,1.0388,0,4,0,7275.19
771.2,1336.48,1.733,0.1451,1589.99,18.9686,12.36,370,29.926,0.6728,0.7865,34.007,0,3,1,1.0421,0,4,1,1135.14
4704.96,5482.21,1.1652,0.1424,4507.72,-17.7754,14.13,218,15.427,0.7664,0.6568,14.938,0,1,1,1.0908,1,2,2,5485.04
2082.3,2777.37,1.3338,0.2585,2359.98,-15.0282,83.34,364,4.368,0.6907,0.9461,4.996,1,11,1,1.0607,0,1,1,2438.89
956.39,1156.34,1.2091,0.1374,1300.66,12.4815,23.0,473,20.561,0.7466,0.9506,26.657,6,1,1,1.1089,1,7,0,1099.85
2686.42,4391.84,1.6348,0.1133,4308.72,-1.8926,4.14,42,10.152,0.7924,0.8035,8.706,6,3,1,1.0687,1,9,0,3726.01
1655.49,2968.31,1.793,0.2997,3488.42,17.5221,18.63,187,10.039,0.6753,0.8945,10.847,1,11,1,1.0269,0,8,0,2577.46
1781.93,2216.7,1.244,0.105,1873.55,-15.4804,0.94,25,26.607,2.0854,0.7076,24.689,2,9,0,1.0101,1,9,0,2129.73
1882.8,3506.89,1.8626,0.267,3025.72,-13.7207,7.83,266,33.983,0.7346,0.7332,34.969,3,5,0,0.9509,0,8,2,2907.71
4113.62,6673.04,1.6222,0.1731,5343.3,-19.927,34.29,161,4.695,0.2687,0.6577,5.749,1,12,1,1.1194,0,4,2,5624.58
2926.23,5081.31,1.7365,0.2683,4506.34,-11.3154,7.91,232,29.338,0.4413,0.5205,26.655,5,4,0,0.9999,1,8,2,4324.65
1900.88,3755.56,1.9757,0.2109,3991.8,6.2904,9.87,129,13.064,1.3512,0.9419,9.712,3,7,0,0.9693,0,3,0,3252.45
3246.5,3964.4,1.2211,0.2803,4318.55,8.9332,0.59,20,33.992,1.2526,0.8652,40.088,6,2,0,0.9866,0,1,0,4473.33
3722.68,7132.8,1.916,0.2852,6932.91,-2.8024,9.09,370,40.701,0.7691,0.7394,42.044,0,6,0,1.003,0,2,0,6331.2
1726.81,2170.92,1.2572,0.1018,1960.22,-9.7057,10.09,409,40.544,0.4938,0.8376,39.313,0,10,1,1.0739,0,0,1,1985.83
2360.97,3503.72,1.484,0.1151,3806.9,8.6532,6.64,127,19.123,1.4272,0.6964,15.49,3,1,1,1.1118,1,4,0,3128.07
